CODIGO,DESCRIPCI‡N,PRECIO UNITARIO B/.,CANTIDAD EXISTENCIA ALMACêN CDPA ABRIL 2025,CANTIDAD EXISTENCIA ALMACêN CDDI ABRIL 2025,CANTIDAD EXISTENCIA ALMACêN CDCH ABRIL 2025,TOTAL DE EXISTENCIAS  DISPONIBLES    ABRIL 2025,MONTO DE EXISTENCIAS ABRIL EN B/.,CANTIDAD EXISTENCIA ALMACêN CDPA  MAYO 2025,CANTIDAD EXISTENCIA ALMACêN CDDI MAYO 2025,CANTIDAD EXISTENCIA ALMACêN CDCH MAYO 2025,TOTAL DE EXISTENCIAS  DISPONIBLES    MAYO 2025,MONTO DE EXISTENCIAS MAYO EN B/.,CANTIDAD EXISTENCIA ALMACêN CDPA JUNIO 2025,CANTIDAD EXISTENCIA ALMACêN CDDI JUNIO 2025,CANTIDAD EXISTENCIA ALMACêN CDCH JUNIO 2025,TOTAL DE EXISTENCIAS  DISPONIBLES    JUNIO 2025,MONTO DE EXISTENCIAS EN JUNIO B/.,CANTIDAD EXISTENCIA ALMACêN CDPA JULIO 2025,CANTIDAD EXISTENCIA ALMACêN CDDI JULIO 2025,CANTIDAD EXISTENCIA ALMACêN CDCH JULIO 2025,TOTAL DE EXISTENCIAS  DISPONIBLES    JULIO 2025,MONTO DE EXISTENCIAS EN JULIO B/.,CANTIDAD EXISTENCIA ALMACêN CDPA AGOSTO 2025,CANTIDAD EXISTENCIA ALMACêN CDDI AGOSTO 2025,CANTIDAD EXISTENCIA ALMACêN CDCH AGOSTO 2025,TOTAL DE EXISTENCIAS  DISPONIBLES    AGOSTO 2025,MONTO DE EXISTENCIAS EN AGOSTO B/.,CANTIDAD EXISTENCIA ALMACêN CDPA SEPTIEMBRE 2025,CANTIDAD EXISTENCIA ALMACêN CDDI SEPTIEMBRE 2025,CANTIDAD EXISTENCIA ALMACêN CDCH SEPTIEMBRE 2025,TOTAL DE EXISTENCIAS  DISPONIBLES    SEPTIEMBRE 2025,MONTO DE EXISTENCIAS EN SEPTIEMBRE B/.,CANTIDAD EXISTENCIA ALMACêN CDPA OCTUBRE 2025,CANTIDAD EXISTENCIA ALMACêN CDDI OCTUBRE 2025,CANTIDAD EXISTENCIA ALMACêN CDCH OCTUBRE 2025,TOTAL DE EXISTENCIAS  DISPONIBLES    OCTUBRE 2025,MONTO DE EXISTENCIAS EN OCTUBRE B/.,CANTIDAD EXISTENCIA ALMACêN CDPA NOVIEMBRE 2025,CANTIDAD EXISTENCIA ALMACêN CDDI NOVIEMBRE 2025,CANTIDAD EXISTENCIA ALMACêN CDCH NOVIEMBRE 2025,TOTAL DE EXISTENCIAS  DISPONIBLES    NOVIEMBRE 2025,MONTO DE EXISTENCIAS EN NOVIEMBRE B/.,CANTIDAD EXISTENCIA ALMACêN CDPA DICIEMBRE 2025,CANTIDAD EXISTENCIA ALMACêN CDDI DICIEMBRE 2025,CANTIDAD EXISTENCIA ALMACêN CDCH DICIEMBRE 2025,TOTAL DE EXISTENCIAS  DISPONIBLES DICIEMBRE 2025,MONTO DE EXISTENCIAS EN DICIEMBRE 2025 B/.
101048601,"MULTIVITAMINAS Y MINERALES, CµPSULA O TABLETA, V.O.",0.07 ,"742,500",0,143000,"885,500 ","61,985.00 ","220,500",0,"49,000","269,500","18,865.00","164,000",400000,58000,"622,000","43,540.00",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101051101,"FUROSEMIDA, 40MG, TABLETA, V.O.",0.04 ,"1,960,900",536800,607000,"3,104,700 ","114,873.90 ","1,551,700","424,800","380,000","2,356,500","87,190.50","1,515,700",365700,380000,"2,261,400","83,671.80",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101052301,"AMITRIPTILINA 10mg, c†psula o tableta, V.O.",0.30 ,150,73380,21360,"94,890 ","28,467.00 ","50,880","73,290","19,200","143,370","43,011.00","44,370",69300,19200,"132,870","39,861.00",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101053901,"PROPRANOLOL CLORHIDRATO, 10MG, TABLETA, V.O.",0.00 ,0,0,0,0 ,0.00 ,0,0,0,0,0.00,0,0,0,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101054001,"PROPRANOLOL CLORHIDRATO, 40MG, TABLETA, V.O.",0.10 ,0,0,0,0 ,0.00 ,0,0,0,0,0.00,0,0,0,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101057701,"COMPLEJO B, TABLETA, V.O.",0.05 ,0,0,0,0 ,0.00 ,0,0,0,0,0.00,0,0,0,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101058301,"WARFARINA S‡DICA 5mg, tableta, V.O.",0.50 ,"137,040",39540,9270,"185,850 ","92,925.00 ","90,570","26,820","9,600","126,990","63,495.00","87,570",21240,9000,"117,810","58,905.00",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101059201,"SULFASALAZINA, 500 MG,  TABLETA, V.O.",0.07 ,"19,400",133500,80500,"233,400 ","15,637.80 ","32,000","106,100","35,400","173,500","11,624.50","30,800",94200,34400,"159,400","10,679.80",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101059401,"OMEPRAZOL, 20mg, CµPSULA CON MICROESFERAS GASTRORRESISTENTES, V.O.",0.05 ,"3,746,288",899976,730016,"5,376,280 ","252,685.16 ","2,839,928","686,336","518,896","4,045,160","190,122.52","2,794,848",555016,509096,"3,858,960","181,371.12",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101059601,"ANTIHISTAM÷NICO CON DESCONGESTIONANTE NASAL, ACCI‡N CORTA: ANTIHISTAM÷NICO: BROMFENIRAMINA, 4MG, O CARBINOXAMINA, 4MG, O CLORFENIRAMINA, 4MG, O TRIPROLIDINA, 2.5MG CON DESCONGESTIONANTE NASAL: FENILEFRINA, 20MG, O PSEUDOEFEDRINA, 60MG, CµPSULA O TABLETA, V.O.",0.13 ,"149,000",163000,38000,"350,000 ","45,500.00 ",0,"110,000",0,"110,000","14,300.00",0,83000,0,"83,000","10,790.00",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101059901,"LORATADINA, 10MG, CµPSULA O TABLETA, V.O.",0.01 ,"833,300",18400,3400,"855,100 ","11,971.40 ","167,100","54,800",0,"221,900","3,106.60","120,900",0,0,"120,900","1,692.60",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101061101,"AMOXICILINA BASE O TRIHIDRATADA, 500MG, CµPSULA O TABLETA, V.O.",0.05 ,"504,300",0,57500,"561,800 ","28,090.00 ","67,800","10,700",0,"78,500","3,925.00",0,0,0,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101061301,"CEFALEXINA, 500MG, CµPSULA O TABLETA, V.O.",0.12 ,"259,000",86000,68000,"413,000 ","47,908.00 ","138,000","61,000","43,000","242,000","28,072.00","112,000",48000,39000,"199,000","23,084.00",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101061701,"DICLOXACILINA, 500MG, CµPSULA, V.O.",0.11 ,"108,500",105700,0,"214,200 ","23,776.20 ","709,200","210,900","86,900","1,007,000","111,777.00","699,700",193800,85900,"979,400","108,713.40",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101062501,"PRAZOSINA 2mg, tableta ranurada, V.O.",0.40 ,0,0,0,0 ,0.00 ,0,0,0,0,0.00,0,0,0,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101063301,"LEVODOPA CON CARBIDOPA, 250MG/25MG O LEVODOPA CON BENSERAZIDE, 200MG/50MG, TABLETA, V.O.",0.11 ,"161,880",202590,67500,"431,970 ","47,516.70 ",0,"17,730","26,760","44,490","4,893.90",0,0,26760,"26,760","2,943.60",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101064601,"ALOPURINOL 300mg, tableta, V.O.",0.05 ,"256,050",214000,116930,"586,980 ","26,414.10 ","94,050","127,000","85,930","306,980","13,814.10","86,050",100000,82930,"268,980","12,104.10",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101065301,"MEBENDAZOL 100mg, tableta, V.O.",0.19 ,"29,000",9000,0,"38,000 ","7,220.00 ","9,000","4,000",0,"13,000","2,470.00","3,000",2000,0,"5,000",950.00,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101065401,"DICLOFENACO S‡DICO, 50mg, c†psula o tableta, de liberaci¢n convencional o con capa entÇrica, V.O.",0.02 ,"448,900",0,122000,"570,900 ","9,134.40 ","480,900","28,000","58,000","566,900","9,070.40","369,000",0,55000,"424,000","6,784.00",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101066201,"CLOMIFENO CITRATO 50mg, tableta, V.O.",0.50 ,0,0,0,0 ,0.00 ,0,0,0,0,0.00,0,0,0,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101066401,"CLONAZEPAM 2mg, tableta, V.O.",0.09 ,"309,000",21930,25920,"356,850 ","32,116.50 ","450,300","29,400","22,290","501,990","45,179.10","325,500",9600,22290,"357,390","32,165.10",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101068201,"IBUPROFENO 400mg, c†psula o tableta; V.O.",0.04 ,"375,400",0,0,"375,400 ","13,514.40 ","4,086,400","338,400","137,700","4,562,500","164,250.00","2,922,200",165400,44100,"3,131,700","112,741.20",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101068401,"ESPIRAMICINA 1.0-1.5 millones UI, c†psula o tableta, V.O.",0.36 ,0,0,0,0 ,0.00 ,0,0,0,0,0.00,0,0,0,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101068701,"LOPERAMIDA CLORHIDRATO, 2mg, c†psula o tableta, V.O.",0.15 ,0,0,0,0 ,0.00 ,0,"10,000",0,"10,000","1,470.00",0,5000,14000,"19,000","2,793.00",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101070101,"SULPIRIDA 50mg, capsula o tableta, V.O.",0.14 ,"55,720",55460,30400,"141,580 ","19,821.20 ","191,820","52,400","31,500","275,720","38,600.80","185,820",46960,31000,"263,780","36,929.20",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101070201,"SULPIRIDA 200mg, c†psula o tableta, V.O.",0.11 ,0,0,0,0 ,0.00 ,0,0,0,0,0.00,0,0,0,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101070401,"HALOPERIDOL, 5MG, TABLETA, V.O.",0.39 ,0,17000,3980,"20,980 ","8,182.20 ",0,"15,000",0,"15,000","5,850.00",0,13500,0,"13,500","5,265.00",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101070501,"CLINDAMICINA CLORHIDRATO 300mg, c†psula o tableta, V.O.",0.23 ,"505,764",78900,84048,"668,712 ","154,472.47 ","413,496","56,900","67,048","537,444","124,149.56","409,752",39700,66048,"515,500","119,080.50",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101071301,"VERAPAMILO CLORHIDRATO 120mg, tableta de acci¢n prologada, V.O.",0.11 ,"3,813,900",861800,857200,"5,532,900 ","580,954.50 ","3,148,800","689,000","705,400","4,543,200","477,036.00","3,090,800",551000,702400,"4,344,200","456,141.00",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101071701,"HIDROXICARBAMIDA (HIDROXIUREA) 500mg, c†psula, V.O.",0.29 ,"257,200",55000,19800,"332,000 ","96,280.00 ","167,400","40,900","2,500","210,800","61,132.00","152,600",35200,0,"187,800","54,462.00",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101072701,"GLICLAZIDA, 80mg, tableta, V.O.",0.05 ,"1,868,980",2730,66900,"1,938,610 ","91,114.67 ","1,241,320","24,150","60,390","1,325,860","62,315.42","1,081,090",0,51390,"1,132,480","53,226.56",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101073401,"PREDNISONA, 50MG, TABLETA, V.O.",0.53 ,"111,200",40000,33600,"184,800 ","98,313.60 ","57,200","25,500","19,100","101,800","54,157.60","49,400",11800,17100,"78,300","41,655.60",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101073501,"VERAPAMILO CLORHIDRATO 80mg, tableta, V.O.",0.11 ,"172,800",93400,73950,"340,150 ","37,416.50 ","162,700","90,900","68,450","322,050","35,425.50","164,200",90900,68450,"323,550","35,590.50",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101073801,"VALPROATO DE MAGNESIO, DIVALPROATO S‡DICO, 500mg, c†psula o tableta, de liberaci¢n modificada con capa entÇrica, V.O.",0.11 ,"373,980",45860,110500,"530,340 ","58,337.40 ","65,160",0,"93,800","158,960","17,485.60","42,960",0,93800,"136,760","15,043.60",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101074101,"DANAZOL 200mg, c†psula o tableta, V.O.",0.76 ,0,0,0,0 ,0.00 ,"31,200",0,"1,200","32,400","24,624.00","31,200",0,0,"31,200","23,712.00",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101074201,"CAPTOPRIL, 25MG, TABLETA, V.O.",0.18 ,"147,120",2700,4860,"154,680 ","27,069.00 ","142,800","1,140","3,360","147,300","25,777.50","142,260",0,3360,"145,620","25,483.50",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101074301,"COLCHICINA 0.5mg-0.6mg,  tableta, V.O.",0.24 ,"57,520",8440,22520,"88,480 ","21,235.20 ","29,680","1,080","19,120","49,880","11,971.20","28,680",0,17520,"46,200","11,088.00",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101074801,"METFORMINA CLORHIDRATO 850mg, tableta ranurada, V.O.",0.02 ,"8,958,900",0,1579500,"10,538,400 ","179,152.80 ","5,859,550","149,600","1,061,100","7,070,250","120,194.25","5,719,150",0,1044900,"6,764,050","114,988.85",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101075001,"SUCRALFATO 1g, tableta o gel oral, V.O.",0.71 ,"54,400",14900,84650,"153,950 ","109,304.50 ",0,0,"63,450","63,450","45,049.50",0,0,48500,"48,500","34,435.00",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101075501,"AMIODARONA CLORHIDRATO 200mg, tableta, V.O.",0.22 ,"320,580",29250,1770,"351,600 ","77,352.00 ","256,650","10,470",0,"267,120","58,766.40","239,040",2550,0,"241,590","53,149.80",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101077501,"PARACETAMOL (ACETAMINOFêN) 300-325mg con CODE÷NA FOSFATO 30mg, tableta, V.O.",0.15 ,"55,500",18000,16000,"89,500 ","13,425.00 ","45,500","9,000","23,500","78,000","11,700.00","25,000",7000,0,"32,000","4,800.00",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101079701,"LEVOTIROXINA SAL S‡DICA 0.1mg, tableta, V.O.",0.01 ,"1,823,000",0,474000,"2,297,000 ","32,158.00 ","1,148,000","46,000","323,000","1,517,000","21,238.00","1,116,000",0,313000,"1,429,000","20,006.00",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101079801,"OXIBUTININA 5mg, tableta, V.O.",0.23 ,0,0,0,0 ,0.00 ,"113,400",0,"24,500","137,900","31,717.00","92,300",0,22500,"114,800","26,404.00",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101079901,"LAMOTRIGINA 100mg, tableta o tableta dispersable masticable o tableta dispersable, V.O.",0.06 ,"469,650",82500,146940,"699,090 ","39,848.13 ","313,650",0,"134,280","447,930","25,532.01","298,950",0,134280,"433,230","24,694.11",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101080001,"CLOZAPINA 100mg, tableta ranurada, V.O.",0.38 ,"58,226",0,0,"58,226 ","21,834.75 ","2,396",0,0,"2,396",898.50,"2,396",0,0,"2,396",898.50,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101082801,"ZOLPIDEM 10mg, tableta ranurada, V.O.",0.04 ,"311,850",10500,0,"322,350 ","12,894.00 ","227,250",0,"3,630","230,880","9,235.20","147,750",0,3630,"151,380","6,055.20",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101082901,"TRIMETAZIDINA 20mg, tableta, V.O.",0.06 ,"373,100",104000,27000,"504,100 ","28,733.70 ","136,400","50,200",0,"186,600","10,636.20","122,400",31400,0,"153,800","8,766.60",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101083201,"CLARITROMICINA 500mg, c†psula o tableta, V.O.",0.33 ,"45,040",5180,11980,"62,200 ","20,650.40 ","14,240","2,800","9,880","26,920","8,937.44","10,540",0,9880,"20,420","6,779.44",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101083401,"AZITROMICINA 500mg, c†psula o tableta, V.O.",0.19 ,"14,361",3294,183,"17,838 ","3,389.22 ","9,144","2,430",300,"11,874","2,256.06","9,144",2250,300,"11,694","2,221.86",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101083601,"LEVOFLOXACINA 500mg, tableta, V.O.",0.62 ,"87,479",12019,847,"100,345 ","62,414.59 ","64,057","9,135","1,421","74,613","46,409.29","59,787",7917,721,"68,425","42,560.35",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101083801,"LEFLUNOMIDA 20mg, tableta, V.O.",0.14 ,"113,430",23970,50340,"187,740 ","26,283.60 ","85,080",0,"46,200","131,280","18,379.20","83,880",0,46200,"130,080","18,211.20",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101084001,"MORFINA SULFATO, 15MG, CAPSULA O TABLETA, V.O.",4.50 ,"13,500",3500,700,"17,700 ","79,650.00 ","1,500","1,000",0,"2,500","11,250.00","12,000",0,0,"12,000","54,000.00",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101085001,"MONTELUKAST 10mg, tableta, V.O.",0.04 ,"739,600",584200,218600,"1,542,400 ","66,323.20 ","559,000","530,500","142,700","1,232,200","52,984.60","525,200",492700,137700,"1,155,600","49,690.80",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101085101,"MONTELUKAST 5mg, tableta masticable, V.O.",0.03 ,"247,600",59500,20500,"327,600 ","11,138.40 ","222,000","58,400","16,000","296,400","10,077.60","221,500",52000,16000,"289,500","9,843.00",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101085201,"ACICLOVIR 400mg, c†psula o tableta, V.O.",0.05 ,"224,500",49400,32400,"306,300 ","16,233.90 ","157,400","101,300","8,900","267,600","14,182.80","328,500",93500,95400,"517,400","27,422.20",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101085801,"DOXICICLINA 100mg, base clorhidrato o hiclato, c†psula o tableta, V.O.",0.21 ,600,0,0,600 ,123.00 ,0,0,0,0,0.00,0,0,0,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101086001,"CLOPIDOGREL DISULFATO 75mg, tableta, V.O.",0.04 ,0,0,0,0 ,0.00 ,"397,780","101,790","228,960","728,530","26,955.61","437,340",51540,17280,"506,160","18,727.92",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101086201,"FENOFIBRATO 200-250mg, c†psula de liberaci¢n prolongada, V.O.",0.17 ,0,0,1161000,"1,161,000 ","197,370.00 ","592,950","819,660","1,043,880","2,456,490","417,603.30","483,510",737970,1041960,"2,263,440","384,784.80",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101086401,"CARVEDILOL 6.25mg, tableta, V.O.",0.02 ,"4,256",0,176960,"181,216 ","4,349.18 ","705,768","543,200","62,720","1,311,688","31,480.51","486,248",482720,51520,"1,020,488","24,491.71",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101086601,"AMLODIPINA 5mg, tableta, V.O.",0.01 ,"5,212,520",735720,597540,"6,545,780 ","39,274.68 ","2,800,920",0,0,"2,800,920","16,805.52","2,725,320",0,0,"2,725,320","16,351.92",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101087001,"DILTIAZEM 180mg, c†psula o tableta, de liberaci¢n modificada, V.O.",0.15 ,"58,100",3300,24500,"85,900 ","12,713.20 ","45,300",0,"18,300","63,600","9,412.80","45,300",0,17100,"62,400","9,235.20",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101087201,"DILTIAZEM 60mg, c†psula o tableta, V.O.",0.16 ,"221,860",60840,44820,"327,520 ","52,403.20 ","213,130","49,140","34,140","296,410","47,425.60","211,600",45450,34140,"291,190","46,590.40",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101087401,"MICOFENOLATO MOFETILO 250mg, c†psula, V.O.",0.95 ,"391,000",2900,30900,"424,800 ","403,560.00 ","403,100","155,200","51,400","609,700","579,215.00","403,100",142700,51400,"597,200","567,340.00",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101090101,"LAMIVUDINA 150mg, c†psula o tableta, V.O.",0.15 ,"1,800",780,0,"2,580 ",387.00 ,"3,420","1,080",0,"4,500",675.00,"4,920",1080,0,"6,000",900.00,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101090501,"ITRACONAZOL, 100MG, CµPSULA O TABLETA, V.O.",1.17 ,180,1620,900,"2,700 ","3,159.00 ","11,430","4,125","9,690","25,245","29,536.65","8,580",2445,5640,"16,665","19,498.05",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101091001,"INDAPAMIDA 1.5mg, tableta de acci¢n prolongada, V.O.",0.04 ,"4,809,420",823950,1084650,"6,718,020 ","255,284.76 ","3,125,670","510,450","804,150","4,440,270","168,730.26","3,059,670",336450,804150,"4,200,270","159,610.26",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101091101,"DEXAMETASONA 4mg, tableta, V.O.",0.16 ,"8,900",0,2100,"11,000 ","1,760.00 ","34,600","1,000","1,000","36,600","5,856.00","32,600",700,1000,"34,300","5,488.00",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101091401,"OLANZAPINA 10mg, tableta o tableta dispersable, V.O.",0.09 ,750,98340,56250,"155,340 ","13,980.60 ","173,510","79,920","22,590","276,020","24,841.80","173,510",71820,20190,"265,520","23,896.80",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101091601,"IMATINIB MESILATO 100mg, c†psula o tableta, V.O.",2.73 ,"6,000",0,0,"6,000 ","16,380.00 ","7,800",0,0,"7,800","21,294.00","7,800",0,0,"7,800","21,294.00",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101091901,"CAPECITABINA, 500MG, TABLETA O CµPSULA, V.O.",0.02 ,0,0,0,0 ,0.00 ,0,0,0,0,0.00,0,0,0,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101092001,"LETROZOL 2.5mg, tableta, V.O.",0.67 ,"3,030",1680,2520,"7,230 ","4,844.10 ",765,"1,530","2,520","4,815","3,226.05","7,650",1530,9030,"18,210","12,200.70",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101092101,"LISINOPRIL,  20mg, tableta, V.O.",0.06 ,"40,600",0,0,"40,600 ","2,436.00 ","2,241,900",0,0,"2,241,900","134,514.00","1,961,900",0,0,"1,961,900","117,714.00",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101092301,"IMATINIB MESILATO 400mg, c†psula o tableta, V.O.",1.50 ,"62,970",0,1320,"64,290 ","96,435.00 ","60,690",120,"2,100","62,910","94,365.00","60,690",0,0,"60,690","91,035.00",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
