CODIGO,DESCRIPCI‡N,PRECIO UNITARIO B/.,CANTIDAD EXISTENCIA ALMACêN CDPA ENERO 2025,CANTIDAD EXISTENCIA ALMACêN CDDI ENERO 2025,CANTIDAD EXISTENCIA ALMACêN CDCH ENERO 2025,TOTAL DE EXISTENCIAS  DISPONIBLES    ENERO 2025,MONTO DE EXISTENCIAS ENERO EN B/.,CANTIDAD EXISTENCIA ALMACêN CDPA FEBRERO 2025,CANTIDAD EXISTENCIA ALMACêN CDDI FEBRERO 2025,CANTIDAD EXISTENCIA ALMACêN CDCH FEBRERO 2025,TOTAL DE EXISTENCIAS  DISPONIBLES    FEBRERO 2025,MONTO DE EXISTENCIAS FEBRERO EN B/.,CANTIDAD EXISTENCIA ALMACêN CDPA MARZO 2025,CANTIDAD EXISTENCIA ALMACêN CDDI MARZO 2025,CANTIDAD EXISTENCIA ALMACêN CDCH MARZO 2025,TOTAL DE EXISTENCIAS  DISPONIBLES    MARZO 2025,MONTO DE EXISTENCIAS MARZO EN B/.,CANTIDAD EXISTENCIA ALMACêN CDPA JULIO 2025,CANTIDAD EXISTENCIA ALMACêN CDDI JULIO 2025,CANTIDAD EXISTENCIA ALMACêN CDCH JULIO 2025,TOTAL DE EXISTENCIAS  DISPONIBLES    JULIO 2025,MONTO DE EXISTENCIAS EN JULIO B/.,CANTIDAD EXISTENCIA ALMACêN CDPA AGOSTO 2025,CANTIDAD EXISTENCIA ALMACêN CDDI AGOSTO 2025,CANTIDAD EXISTENCIA ALMACêN CDCH AGOSTO 2025,TOTAL DE EXISTENCIAS  DISPONIBLES    AGOSTO 2025,MONTO DE EXISTENCIAS EN AGOSTO B/.,CANTIDAD EXISTENCIA ALMACêN CDPA SEPTIEMBRE 2025,CANTIDAD EXISTENCIA ALMACêN CDDI SEPTIEMBRE 2025,CANTIDAD EXISTENCIA ALMACêN CDCH SEPTIEMBRE 2025,TOTAL DE EXISTENCIAS  DISPONIBLES    SEPTIEMBRE 2025,MONTO DE EXISTENCIAS EN SEPTIEMBRE B/.,CANTIDAD EXISTENCIA ALMACêN CDPA OCTUBRE 2025,CANTIDAD EXISTENCIA ALMACêN CDDI OCTUBRE 2025,CANTIDAD EXISTENCIA ALMACêN CDCH OCTUBRE 2025,TOTAL DE EXISTENCIAS  DISPONIBLES    OCTUBRE 2025,MONTO DE EXISTENCIAS EN OCTUBRE B/.,CANTIDAD EXISTENCIA ALMACêN CDPA NOVIEMBRE 2025,CANTIDAD EXISTENCIA ALMACêN CDDI NOVIEMBRE 2025,CANTIDAD EXISTENCIA ALMACêN CDCH NOVIEMBRE 2025,TOTAL DE EXISTENCIAS  DISPONIBLES    NOVIEMBRE 2025,MONTO DE EXISTENCIAS EN NOVIEMBRE B/.,CANTIDAD EXISTENCIA ALMACêN CDPA DICIEMBRE 2025,CANTIDAD EXISTENCIA ALMACêN CDDI DICIEMBRE 2025,CANTIDAD EXISTENCIA ALMACêN CDCH DICIEMBRE 2025,TOTAL DE EXISTENCIAS  DISPONIBLES DICIEMBRE 2025,MONTO DE EXISTENCIAS EN DICIEMBRE 2025 B/.
101042701,"CICLOSPORINA 100mg, c†psula con microemulsi¢n, V.O.",3.88 ,"91,600 ",0 ,"1,700 ","93,300 ",362004.00 ,"67,600",4350,600,"72,550 ","281,494.00","67,200",3600,0,"70,800 ","274,704.00 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101043001,"MERCAPTOPURINA  50MG.TABLETA, V.O.",1.64 ,"4,850 ",200 ,"6,000 ","11,050 ",18122.00 ,"4,550",150,4600,"9,300 ","15,252.00","3,050",125,4000,"7,175 ","11,767.00 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101043501,"DIAZEPAM, 5MG, TABLETA, V.O.",0.15 ,"1,901,000 ","519,000 ","76,000 ","2,496,000 ",374400.00 ,"1,160,912",490000,266000,"1,916,912 ","287,536.80","1,112,912",452000,229000,"1,793,912 ","269,086.80 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101044101,"MEDROXIPROGESTERONA,  5mg, tableta, V.O.",0.50 ,"24,780 ",560 ,0 ,"25,340 ",12670.00 ,"14,000",260,700,"14,960 ","7,480.00","8,300",0,340,"8,640 ","4,320.00 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101048601,"MULTIVITAMINAS Y MINERALES, CµPSULA O TABLETA, V.O.",0.07 ,"148,000 ",0 ,"108,000 ","256,000 ",17920.00 ,0,0,35000,"35,000 ","2,450.00",0,0,300000,"300,000 ","21,000.00 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101051101,"FUROSEMIDA, 40MG, TABLETA, V.O.",0.04 ,"2,353,600 ","25,600 ",0 ,"2,379,200 ",88030.40 ,"1,509,500",147200,71000,"1,727,700 ","63,924.90","1,357,500",108300,19000,"1,484,800 ","54,937.60 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101052301,"AMITRIPTILINA 10mg, c†psula o tableta, V.O.",0.30 ,0 ,0 ,0 ,0 ,0.00 ,"73,650",20490,4830,"98,970 ","29,691.00","59,130",0,750,"59,880 ","17,964.00 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101053901,"PROPRANOLOL CLORHIDRATO, 10MG, TABLETA, V.O.",0.00 ,"39,200 ",0 ,"5,500 ","44,700 ",0.00 ,"4,000",8000,7700,"19,700 ",0.00,0,0,2500,"2,500 ",0.00 ,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101054001,"PROPRANOLOL CLORHIDRATO, 40MG, TABLETA, V.O.",0.10 ,0 ,0 ,0 ,0 ,0.00 ,0,0,0,0 ,0.00,0,0,0,0 ,0.00 ,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101057701,"COMPLEJO B, TABLETA, V.O.",0.05 ,0 ,0 ,0 ,0 ,0.00 ,0,0,0,0 ,0.00,0,0,0,0 ,0.00 ,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101058301,"WARFARINA S‡DICA 5mg, tableta, V.O.",0.50 ,"158,790 ","72,930 ","34,260 ","265,980 ",132990.00 ,"222,840",65850,16980,"305,670 ","152,835.00","196,710",57450,15720,"269,880 ","134,940.00 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101059201,"SULFASALAZINA, 500 MG,  TABLETA, V.O.",0.07 ,"135,700 ","209,400 ","120,000 ","465,100 ",31161.70 ,"116,400",175000,103800,"395,200 ","26,478.40","88,300",164000,101300,"353,600 ","23,691.20 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101059401,"OMEPRAZOL, 20mg, CµPSULA CON MICROESFERAS GASTRORRESISTENTES, V.O.",0.05 ,"4,438,308 ","1,441,944 ","1,404,256 ","7,284,508 ",342371.88 ,"3,479,308",1204336,1147496,"5,831,140 ","274,063.58","3,351,908",1053416,976976,"5,382,300 ","252,968.10 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101059601,"ANTIHISTAM÷NICO CON DESCONGESTIONANTE NASAL, ACCI‡N CORTA: ANTIHISTAM÷NICO: BROMFENIRAMINA, 4MG, O CARBINOXAMINA, 4MG, O CLORFENIRAMINA, 4MG, O TRIPROLIDINA, 2.5MG CON DESCONGESTIONANTE NASAL: FENILEFRINA, 20MG, O PSEUDOEFEDRINA, 60MG, CµPSULA O TABLETA, V.O.",0.13 ,"426,000 ",0 ,"83,000 ","509,000 ",66170.00 ,"192,000",80000,15000,"287,000 ","37,310.00","117,000",43000,4000,"164,000 ","21,320.00 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101059901,"LORATADINA, 10MG, CµPSULA O TABLETA, V.O.",0.01 ,"2,314,100 ","530,400 ","367,000 ","3,211,500 ",44961.00 ,"2,102,100",330400,135600,"2,568,100 ","35,953.40","1,762,300",193200,84800,"2,040,300 ","28,564.20 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101061101,"AMOXICILINA BASE O TRIHIDRATADA, 500MG, CµPSULA O TABLETA, V.O.",0.05 ,"1,348,400 ","233,300 ","153,800 ","1,735,500 ",86775.00 ,"1,098,900",159600,87800,"1,346,300 ","67,315.00","1,019,900",98500,61800,"1,180,200 ","59,010.00 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101061301,"CEFALEXINA, 500MG, CµPSULA O TABLETA, V.O.",0.12 ,"126,200 ","48,800 ","17,700 ","192,700 ",22353.20 ,"1,000",68900,20600,"90,500 ","10,498.00",0,45900,13000,"58,900 ","6,832.40 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101061701,"DICLOXACILINA, 500MG, CµPSULA, V.O.",0.11 ,0 ,0 ,0 ,0 ,0.00 ,"515,200",63400,0,"578,600 ","64,224.60","359,200",89300,0,"448,500 ","49,783.50 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101062501,"PRAZOSINA 2mg, tableta ranurada, V.O.",0.40 ,0 ,0 ,0 ,0 ,0.00 ,0,0,0,0 ,0.00,0,0,0,0 ,0.00 ,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101063301,"LEVODOPA CON CARBIDOPA, 250MG/25MG O LEVODOPA CON BENSERAZIDE, 200MG/50MG, TABLETA, V.O.",0.11 ,0 ,0 ,0 ,0 ,0.00 ,0,0,0,0 ,0.00,0,0,0,0 ,0.00 ,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101064601,"ALOPURINOL 300mg, tableta, V.O.",0.05 ,"522,050 ","335,000 ","180,930 ","1,037,980 ",46709.10 ,"412,050",295000,157930,"864,980 ","38,924.10","377,050",246000,147930,"770,980 ","34,694.10 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101065301,"MEBENDAZOL 100mg, tableta, V.O.",0.19 ,"74,000 ","5,000 ","13,000 ","92,000 ",17480.00 ,"53,000",14000,0,"67,000 ","12,730.00","49,000",13000,0,"62,000 ","11,780.00 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101065401,"DICLOFENACO S‡DICO, 50mg, c†psula o tableta, de liberaci¢n convencional o con capa entÇrica, V.O.",0.02 ,"1,878,900 ",0 ,"148,000 ","2,026,900 ",32430.40 ,"1,327,900",96700,171000,"1,595,600 ","25,529.60","1,099,900",0,137000,"1,236,900 ","19,790.40 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101066201,"CLOMIFENO CITRATO 50mg, tableta, V.O.",0.50 ,0 ,0 ,0 ,0 ,0.00 ,0,0,0,0 ,0.00,0,0,0,0 ,0.00 ,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101066401,"CLONAZEPAM 2mg, tableta, V.O.",0.09 ,0 ,0 ,"35,190 ","35,190 ",3167.10 ,"542,850",45600,19890,"608,340 ","54,750.60","404,700",45630,17400,"467,730 ","42,095.70 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101068201,"IBUPROFENO 400mg, c†psula o tableta; V.O.",0.04 ,"3,397,600 ",0 ,0 ,"3,397,600 ",122313.60 ,"2,229,400",108000,9400,"2,346,800 ","84,484.80","1,817,000",0,0,"1,817,000 ","65,412.00 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101068401,"ESPIRAMICINA 1.0-1.5 millones UI, c†psula o tableta, V.O.",0.36 ,0 ,0 ,0 ,0 ,0.00 ,0,0,0,0 ,0.00,0,0,0,0 ,0.00 ,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101068701,"LOPERAMIDA CLORHIDRATO, 2mg, c†psula o tableta, V.O.",0.15 ,0 ,0 ,0 ,0 ,0.00 ,0,0,0,0 ,0.00,0,0,0,0 ,0.00 ,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101070101,"SULPIRIDA 50mg, capsula o tableta, V.O.",0.14 ,0 ,0 ,0 ,0 ,0.00 ,"177,300",24100,15640,"217,040 ","30,385.60","141,700",0,14640,"156,340 ","21,887.60 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101070201,"SULPIRIDA 200mg, c†psula o tableta, V.O.",0.11 ,0 ,0 ,0 ,0 ,0.00 ,0,0,0,0 ,0.00,0,0,0,0 ,0.00 ,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101070401,"HALOPERIDOL, 5MG, TABLETA, V.O.",0.39 ,"38,000 ",500 ,"7,500 ","46,000 ",17940.00 ,"6,000",20000,16980,"42,980 ","16,762.20",0,19500,15480,"34,980 ","13,642.20 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101070501,"CLINDAMICINA CLORHIDRATO 300mg, c†psula o tableta, V.O.",0.23 ,"686,712 ","159,600 ","122,348 ","968,660 ",223760.46 ,"602,912",121500,111448,"835,860 ","193,083.66","571,912",105600,97748,"775,260 ","179,085.06 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101071301,"VERAPAMILO CLORHIDRATO 120mg, tableta de acci¢n prologada, V.O.",0.11 ,"2,942,500 ","448,500 ","1,520,500 ","4,911,500 ",515707.50 ,"2,342,300",203000,1245500,"3,790,800 ","398,034.00","2,020,600",25000,1106500,"3,152,100 ","330,970.50 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101071701,"HIDROXICARBAMIDA (HIDROXIUREA) 500mg, c†psula, V.O.",0.29 ,"263,700 ","60,100 ","58,200 ","382,000 ",110780.00 ,"224,700",49300,58100,"332,100 ","96,309.00","189,400",39700,8800,"237,900 ","68,991.00 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101072701,"GLICLAZIDA, 80mg, tableta, V.O.",0.05 ,"1,482,760 ",0 ,"95,520 ","1,578,280 ",74179.16 ,"1,081,750",75000,0,"1,156,750 ","54,367.25","915,490",0,0,"915,490 ","43,028.03 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101073401,"PREDNISONA, 50MG, TABLETA, V.O.",0.53 ,"214,600 ","40,100 ","54,500 ","309,200 ",164494.40 ,"165,600",57400,49800,"272,800 ","145,129.60","152,500",50700,45000,"248,200 ","132,042.40 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101073501,"VERAPAMILO CLORHIDRATO 80mg, tableta, V.O.",0.11 ,"54,300 ","86,200 ","75,800 ","216,300 ",23793.00 ,"72,750",100200,75800,"248,750 ","27,362.50","189,200",94900,75800,"359,900 ","39,589.00 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101073801,"VALPROATO DE MAGNESIO, DIVALPROATO S‡DICO, 500mg, c†psula o tableta, de liberaci¢n modificada con capa entÇrica, V.O.",0.11 ,"52,700 ",0 ,0 ,"52,700 ",5797.00 ,"103,200",19200,150000,"272,400 ","29,964.00","331,200",118620,127000,"576,820 ","63,450.20 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101074101,"DANAZOL 200mg, c†psula o tableta, V.O.",0.76 ,0 ,0 ,0 ,0 ,0.00 ,0,0,0,0 ,0.00,0,0,0,0 ,0.00 ,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101074201,"CAPTOPRIL, 25MG, TABLETA, V.O.",0.18 ,"157,260 ","6,600 ","7,140 ","171,000 ",29925.00 ,"153,840",5280,5400,"164,520 ","28,791.00","150,660",3780,5400,"159,840 ","27,972.00 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101074301,"COLCHICINA 0.5mg-0.6mg,  tableta, V.O.",0.24 ,"20,800 ",0 ,"4,160 ","24,960 ",5990.40 ,"1,000",760,2160,"3,920 ",940.80,0,0,760,760 ,182.40 ,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101074801,"METFORMINA CLORHIDRATO 850mg, tableta ranurada, V.O.",0.02 ,"10,746,850 ","1,208,350 ","2,985,000 ","14,940,200 ",253983.40 ,"8,900,300",746050,2369400,"12,015,750 ","204,267.75","12,270,980",279850,2079600,"14,630,430 ","248,717.31 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101075001,"SUCRALFATO 1g, tableta o gel oral, V.O.",0.71 ,"244,900 ","71,350 ","128,650 ","444,900 ",315879.00 ,"170,400",53550,112150,"336,100 ","238,631.00","121,400",35850,108550,"265,800 ","188,718.00 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101075501,"AMIODARONA CLORHIDRATO 200mg, tableta, V.O.",0.22 ,"430,920 ","71,370 ","33,840 ","536,130 ",117948.60 ,"385,500",58140,8250,"451,890 ","99,415.80","378,570",50040,0,"428,610 ","94,294.20 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101077501,"PARACETAMOL (ACETAMINOFêN) 300-325mg con CODE÷NA FOSFATO 30mg, tableta, V.O.",0.15 ,"65,500 ","13,500 ","17,000 ","96,000 ",14400.00 ,"57,500",26000,13000,"96,500 ","14,475.00","76,000",19000,11000,"106,000 ","15,900.00 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101079701,"LEVOTIROXINA SAL S‡DICA 0.1mg, tableta, V.O.",0.01 ,"3,041,000 ","398,000 ","842,000 ","4,281,000 ",59934.00 ,"2,625,000",182000,715000,"3,522,000 ","49,308.00","2,488,000",28000,639000,"3,155,000 ","44,170.00 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101079801,"OXIBUTININA 5mg, tableta, V.O.",0.23 ,0 ,0 ,0 ,0 ,0.00 ,0,0,0,0 ,0.00,0,0,0,0 ,0.00 ,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101079901,"LAMOTRIGINA 100mg, tableta o tableta dispersable masticable o tableta dispersable, V.O.",0.06 ,"837,510 ","215,850 ","165,960 ","1,219,320 ",69501.24 ,"676,560",123300,162960,"962,820 ","54,880.74","624,060",99900,162960,"886,920 ","50,554.44 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101080001,"CLOZAPINA 100mg, tableta ranurada, V.O.",0.38 ,0 ,0 ,0 ,0 ,0.00 ,0,0,0,0 ,0.00,0,0,0,0 ,0.00 ,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101082801,"ZOLPIDEM 10mg, tableta ranurada, V.O.",0.04 ,"5,250 ",0 ,"1,110 ","6,360 ",254.40 ,"5,250",0,0,"5,250 ",210.00,"5,250",0,0,"5,250 ",210.00 ,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101082901,"TRIMETAZIDINA 20mg, tableta, V.O.",0.06 ,0 ,0 ,0 ,0 ,0.00 ,0,0,0,0 ,0.00,0,0,0,0 ,0.00 ,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101083201,"CLARITROMICINA 500mg, c†psula o tableta, V.O.",0.33 ,"62,660 ","24,080 ","23,720 ","110,460 ",36672.72 ,"43,890",17700,18000,"79,590 ","26,423.88","34,640",13560,17250,"65,450 ","21,729.40 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101083401,"AZITROMICINA 500mg, c†psula o tableta, V.O.",0.19 ,"27,937 ",0 ,"2,232 ","30,169 ",5732.11 ,"21,664",2700,543,"24,907 ","4,732.33","20,374",774,483,"21,631 ","4,109.89 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101083601,"LEVOFLOXACINA 500mg, tableta, V.O.",0.62 ,"12,152 ","3,969 ","1,330 ","17,451 ",10854.52 ,"72,660",8729,7420,"88,809 ","55,239.20","100,016",12019,4200,"116,235 ","72,298.17 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101083801,"LEFLUNOMIDA 20mg, tableta, V.O.",0.14 ,"277,560 ",0 ,"69,300 ","346,860 ",48560.40 ,"195,600",32520,58050,"286,170 ","40,063.80","166,530",12330,58050,"236,910 ","33,167.40 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101084001,"MORFINA SULFATO, 15MG, CAPSULA O TABLETA, V.O.",4.50 ,"62,500 ","11,000 ","3,000 ","76,500 ",344250.00 ,"62,500",7000,0,"69,500 ","312,750.00","16,000",5000,0,"21,000 ","94,500.00 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101085001,"MONTELUKAST 10mg, tableta, V.O.",0.04 ,"1,859,800 ","723,800 ","341,200 ","2,924,800 ",125766.40 ,"1,789,200",666800,294500,"2,750,500 ","118,271.50","1,727,900",633700,276900,"2,638,500 ","113,455.50 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101085101,"MONTELUKAST 5mg, tableta masticable, V.O.",0.03 ,"186,100 ","73,200 ","43,800 ","303,100 ",10305.40 ,"258,700",69700,30100,"358,500 ","12,189.00","253,200",62600,22100,"337,900 ","11,488.60 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101085201,"ACICLOVIR 400mg, c†psula o tableta, V.O.",0.05 ,"320,400 ","90,400 ","95,900 ","506,700 ",26855.10 ,"333,700",79600,60700,"474,000 ","25,122.00","304,000",66100,59500,"429,600 ","22,768.80 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101085801,"DOXICICLINA 100mg, base clorhidrato o hiclato, c†psula o tableta, V.O.",0.21 ,0 ,0 ,0 ,0 ,0.00 ,"14,000",4800,1780,"20,580 ","4,218.90",0,0,0,0 ,0.00 ,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101086001,"CLOPIDOGREL DISULFATO 75mg, tableta, V.O.",0.04 ,0 ,0 ,0 ,0 ,0.00 ,0,0,0,0 ,0.00,0,0,0,0 ,0.00 ,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101086201,"FENOFIBRATO 200-250mg, c†psula de liberaci¢n prolongada, V.O.",0.17 ,0 ,0 ,"267,780 ","267,780 ",45522.60 ,"442,785",84480,128460,"655,725 ","111,473.25","221,985",9735,72660,"304,380 ","51,744.60 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101086401,"CARVEDILOL 6.25mg, tableta, V.O.",0.02 ,"460,180 ","793,184 ","498,400 ","1,751,764 ",42042.34 ,0,552692,332640,"885,332 ","21,247.97","107,856",171332,315840,"595,028 ","14,280.67 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101086601,"AMLODIPINA 5mg, tableta, V.O.",0.01 ,"8,206,000 ","621,300 ",0 ,"8,827,300 ",52963.80 ,"8,462,610",2518200,2052300,"13,033,110 ","78,198.66","6,842,610",1617720,1398540,"9,858,870 ","59,153.22 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101087001,"DILTIAZEM 180mg, c†psula o tableta, de liberaci¢n modificada, V.O.",0.15 ,0 ,200 ,"1,500 ","1,700 ",251.60 ,0,0,0,0 ,0.00,0,0,0,0 ,0.00 ,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101087201,"DILTIAZEM 60mg, c†psula o tableta, V.O.",0.16 ,"100,730 ",0 ,"4,080 ","104,810 ",16769.60 ,"72,370",12000,5820,"90,190 ","14,430.40","71,350",0,0,"71,350 ","11,416.00 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101087401,"MICOFENOLATO MOFETILO 250mg, c†psula, V.O.",0.95 ,"691,900 ","42,700 ","59,800 ","794,400 ",754680.00 ,"499,700",41500,42400,"583,600 ","554,420.00","456,500",17700,41400,"515,600 ","489,820.00 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101090101,"LAMIVUDINA 150mg, c†psula o tableta, V.O.",0.15 ,"3,060 ",0 ,0 ,"3,060 ",459.00 ,"1,620",300,0,"1,920 ",288.00,620,0,0,620 ,93.00 ,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101090501,"ITRACONAZOL, 100MG, CµPSULA O TABLETA, V.O.",1.17 ,"53,520 ",0 ,0 ,"53,520 ",62618.40 ,"23,280",4050,9555,"36,885 ","43,155.45","12,180",2310,2070,"16,560 ","19,375.20 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
